\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Bill Of Rights.mpg,Rifftrax - Bill Of Rights.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Cooking Terms.mpg,Rifftrax - Cooking Terms.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Cops Who Needs Them.mpg,Rifftrax - Cops Who Needs Them.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Dont Be A Bloody Idiot.mpg,Rifftrax - Dont Be A Bloody Idiot.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Fad Diet Circus.mpg,Rifftrax - Fad Diet Circus.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Family Teamwork.mpg,Rifftrax - Family Teamwork.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Highway Mania.mpg,Rifftrax - Highway Mania.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Magical Disappearing Money.mpg,Rifftrax - Magical Disappearing Money.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Monkey See Monkey Do.mpg,Rifftrax - Monkey See Monkey Do.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Moose Baby.mpg,Rifftrax - Moose Baby.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - More Dangerous Than Dynamite.mpg,Rifftrax - More Dangerous Than Dynamite.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Overcoming Fear.mpg,Rifftrax - Overcoming Fear.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Shake Hands With Danger.mpg,Rifftrax - Shake Hands With Danger.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Things Are Different Now.mpg,Rifftrax - Things Are Different Now.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Watch Out For My Plant.mpg,Rifftrax - Watch Out For My Plant.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - What If We Had A Fire.mpg,Rifftrax - What If We Had A Fire.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Whatever The Weather.mpg,Rifftrax - Whatever The Weather.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Williams Doll.mpg,Rifftrax - Williams Doll.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Wing Claw Fang.mpg,Rifftrax - Wing Claw Fang.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - You Can Do Something About Acne.mpg,Rifftrax - You Can Do Something About Acne.mpg
\\amber\Rifftrax\Shorts\RiffTrax - Shorts volume 2\Rifftrax - Zoology-Pigs.mpg,Rifftrax - Zoology-Pigs.mpg
\\amber\Rifftrax\Shorts\Rifftrax - Skipper Learns a Lesson.avi,Rifftrax - Skipper Learns a Lesson.avi
\\amber\Rifftrax\Shorts\Rifftrax - Snap Out Of It.mpg,Rifftrax - Snap Out Of It.mpg
\\amber\Rifftrax\Shorts\rifftrax - Terrible Truth .mpg,rifftrax - Terrible Truth .mpg
\\amber\Rifftrax\Shorts\rifftrax - The Night Before Christmas.avi,rifftrax - The Night Before Christmas.avi
\\amber\Rifftrax\Shorts\rifftrax - The Trouble With Women.avi,rifftrax - The Trouble With Women.avi
\\amber\Rifftrax\Shorts\Rifftrax - Things Are Different Now.mpg,Rifftrax - Things Are Different Now.mpg
\\amber\Rifftrax\Shorts\rifftrax - Three Magic Words.avi,rifftrax - Three Magic Words.avi
\\amber\Rifftrax\Shorts\Rifftrax - Toward Emotional Maturity.wmv,Rifftrax - Toward Emotional Maturity.wmv
\\amber\Rifftrax\Shorts\Rifftrax - Watch Out For My Plant.mpg,Rifftrax - Watch Out For My Plant.mpg
\\amber\Rifftrax\Shorts\Rifftrax - What If We Had A Fire.mpg,Rifftrax - What If We Had A Fire.mpg
\\amber\Rifftrax\Shorts\Rifftrax - Whatever The Weather.mpg,Rifftrax - Whatever The Weather.mpg
\\amber\Rifftrax\Shorts\rifftrax - why doesn't cathy eat breakfast-Petaluma Chicken .avi,rifftrax - why doesn't cathy eat breakfast-Petaluma Chicken .avi
\\amber\Rifftrax\Shorts\Rifftrax - Why Vandalism.avi,Rifftrax - Why Vandalism.avi
\\amber\Rifftrax\Shorts\Rifftrax - Williams Doll.mpg,Rifftrax - Williams Doll.mpg
\\amber\Rifftrax\Shorts\Rifftrax - Wing Claw Fang.mpg,Rifftrax - Wing Claw Fang.mpg
\\amber\Rifftrax\Shorts\Rifftrax - You Can Do Something About Acne.mpg,Rifftrax - You Can Do Something About Acne.mpg
\\amber\Rifftrax\Shorts\Rifftrax - Zoology-Pigs.mpg,Rifftrax - Zoology-Pigs.mpg
\\amber\Rifftrax\Shorts\RiffTrax-Villains.mpg,RiffTrax-Villains.mpg
\\amber\Rifftrax\Shorts\RiffTraxLive - HalloweenParty.mp4,RiffTraxLive - HalloweenParty.mp4
\\amber\Rifftrax\Shorts\SafeLivingAtSchool.mpeg,Safe Living at School (1948).mpeg
\\amber\Rifftrax\Shorts\SafetyWoman-InDangerOutOfDoors.mpeg,SafetyWoman-InDangerOutOfDoors.mpeg
\\amber\Rifftrax\Shorts\SailingAToyBoat.wmv,Sailing a Toy Boat (1952).wmv
\\amber\Rifftrax\Shorts\SeniorPower.mp4,Senior Power (1975).mp4
\\amber\Rifftrax\Shorts\SettingUpARoom.wmv,Setting Up a Room (1967).wmv
\\amber\Rifftrax\Shorts\ShapesWeLiveWith.mp4,Shapes We Live With (1970) (2).mp4
\\amber\Rifftrax\Shorts\Shorts vol 1 - Rifftrax.avi,Shorts vol 1 - Rifftrax.avi
\\amber\Rifftrax\Shorts\StartingSchool.mp4,Starting School (1973).mp4
\\amber\Rifftrax\Shorts\Story-Telling-CanYouTellItInOrder.mpeg,Story-Telling-CanYouTellItInOrder.mpeg
\\amber\Rifftrax\Shorts\StudySkills-VerbalCommunication.mp4,StudySkills-VerbalCommunication.mp4
\\amber\Rifftrax\Shorts\TheMythsOfShoplifting.mp4,The Myths of Shoplifting (1980).mp4
\\amber\Rifftrax\Shorts\TheNightDraculaSavedTheWorld.mp4,The Night Eats the World (2018).mp4
\\amber\Rifftrax\Shorts\TheRedHen.wmv,The Red Hen (1964).wmv
\\amber\Rifftrax\Shorts\TheToymaker.mpg,The Toymaker (2023).mpg
\\amber\Rifftrax\Shorts\ThisIsHormel.mp4,This is Hormel (1965).mp4
\\amber\Rifftrax\Shorts\TinyAstronaut.mp4,The Tiny Astronaut (1966).mp4
\\amber\Rifftrax\Shorts\ToesTellWhoseShoes.mp4,Juice Escobar feat. 3rd Rell_ Deze Hoes (2014).mp4
\\amber\Rifftrax\Shorts\TommysDay.mp4,Mommy's Day (1997).mp4
\\amber\Rifftrax\Shorts\ToothTruth.wmv,Tooth Truth with Harv and Marv (1990).wmv
\\amber\Rifftrax\Shorts\TotalRiffOffEp4ManVMonster.mp4,Man v. Monster (2011).mp4
\\amber\Rifftrax\Shorts\TotalRiffOffEp5AimalsBehavingBadly.mp4,Total Riff Off Ep 5 Aimals Behaving Badly.mp4
\\amber\Rifftrax\Shorts\TripToTheMoon_Tablet.mp4,TripToTheMoon_Tablet.mp4
\\amber\Rifftrax\Shorts\UntoTheLeastOfThese.wmv,Unto the Least of These (2008).wmv
\\amber\Rifftrax\Shorts\Values-UnderstandingOurselves.wmv,Values-UnderstandingOurselves.wmv
\\amber\Rifftrax\Shorts\VisionInTheForest.mpeg,Vision in the Forest (1957).mpeg
\\amber\Rifftrax\Shorts\VisionInTheForest.wmv,Vision in the Forest (1957).wmv
\\amber\Rifftrax\Shorts\WalkingToSchool.wmv,Walking to School (2016).wmv
\\amber\Rifftrax\Shorts\WartyTheToad.mp4,"Warty, the Toad (1973).mp4"
\\amber\Rifftrax\Shorts\WeDiscoverThedictionary.wmv,We Discover the Dictionary (1963).wmv
\\amber\Rifftrax\Shorts\WelcomeBackNorman.mpg,"Welcome Back, Norman (1979).mpg"
\\amber\Rifftrax\Shorts\WhatArelettersFor.wmv,What Are Letters for_ (1973).wmv
\\amber\Rifftrax\Shorts\WhatIsNothing.avi,What Is Nothing_ (1973).avi
\\amber\Rifftrax\Shorts\WhatMakesThingsFloat.wmv,What Makes Things Float_ (1951).wmv
\\amber\Rifftrax\Shorts\WhenShouldGrownupsStopFights.mpeg,When Should Grown-Ups Stop Fights_ (1955).mpeg
\\amber\Rifftrax\Shorts\WilliamFromGeorgiaToHarlem.mp4,William_ From Georgia to Harlem (1971).mp4
\\amber\Rifftrax\Shorts\WillyWhistle.mp4,Lilly White (2018).mp4
\\amber\Rifftrax\Shorts\WithAnAllstarCast.mp4,With an All-Star Cast (1956).mp4
\\amber\Rifftrax\Shorts\YouCanDoSomethingAboutAcne.mpg,You Can Do Something About Acne (1970).mpg
\\amber\Rifftrax\Shorts\YoureTheJudge.mpeg,You're the Judge (1965).mpeg
\\amber\Rifftrax\VOD\Aladdin.mp4,Aladdin (2019).mp4
\\amber\Rifftrax\VOD\AtomAgeVampire.mp4,Atom Age Vampire (1960) (2).mp4
\\amber\Rifftrax\VOD\AttackOfThePuppetPeople.mp4,Attack of the Puppet People (1958).mp4
\\amber\Rifftrax\VOD\AttackOfTheSuperMonsters.mp4,Attack of the Super Monsters (1983).mp4
\\amber\Rifftrax\VOD\BermudaTriangle.mpeg,The Bermuda Triangle (1978).mpeg
\\amber\Rifftrax\VOD\BestOfRiffTrax-Villains.mp4,BestOfRiffTrax-Villains.mp4
\\amber\Rifftrax\VOD\Birdemic - Rifftrax.avi,Birdemic - Rifftrax.avi
\\amber\Rifftrax\VOD\BloodyPitOfHorror.mpeg,Bloody Pit of Horror (1965).mpeg
\\amber\Rifftrax\VOD\BrideAndTheBeast.mp4,The Bride and the Beast (1958).mp4
\\amber\Rifftrax\VOD\BuffaloRider.wmv,Buffalo Rider (1976).wmv
\\amber\Rifftrax\VOD\CityOfTheDead.mp4,City of the Living Dead (1980).mp4
\\amber\Rifftrax\VOD\CoolAsIce_HD.mp4,CoolAsIce_HD.mp4
\\amber\Rifftrax\VOD\Crater Lake Monster - Rifftrax.mp4,Crater Lake Monster - Rifftrax.mp4
\\amber\Rifftrax\VOD\CurseOfBigfoot.mpg,Curse of Bigfoot (1975).mpg
\\amber\Rifftrax\VOD\CyborgCop2.mp4,Cyborg Cop (1993).mp4
\\amber\Rifftrax\VOD\Dinosaurus.mp4,Dinosaurus! (1960).mp4
\\amber\Rifftrax\VOD\DoubleDragon.mp4,Double Dragon (1994).mp4
\\amber\Rifftrax\VOD\EarthAngel.mp4,Earth Angel.mp4
\\amber\Rifftrax\VOD\FairyKingOfAr.mp4,RiffTrax_ The Fairy King of Ar (2018).mp4
\\amber\Rifftrax\VOD\FangsOfTheLivingDead.mp4,Fangs of the Living Dead (1969).mp4
\\amber\Rifftrax\VOD\FightToWin.mp4,Fight to Win (1987).mp4
\\amber\Rifftrax\VOD\FistOfFury.mp4,Fist of Fury (1972).mp4
\\amber\Rifftrax\VOD\FrankensteinIsland.mpg,Frankenstein Island (1981).mpg
\\amber\Rifftrax\VOD\Fun in Baloonland.mp4,Fun in Balloon Land (1965).mp4
\\amber\Rifftrax\VOD\FutureForce.mpeg,Future Force (1989).mpeg
\\amber\Rifftrax\VOD\FutureZone_iPad.mp4,FutureZone_iPad.mp4
\\amber\Rifftrax\VOD\GammeraTheInvincible.mp4,Gammera the Invincible (1966).mp4
\\amber\Rifftrax\VOD\GhostHouse.wmv,Ghost House (2017).wmv
\\amber\Rifftrax\VOD\GiantFromTheUnknown.mp4,Giant from the Unknown (1958).mp4
\\amber\Rifftrax\VOD\GumbyTheMovie.mp4,Gumby_ The Movie (1995).mp4
\\amber\Rifftrax\VOD\Guy From Harlem.mp4,The Guy from Harlem (1977).mp4
\\amber\Rifftrax\VOD\HawktheSlayer.mp4,Hawk the Slayer (1980).mp4
\\amber\Rifftrax\VOD\HawktheSlayer_highTV.mp4,HawktheSlayer_highTV.mp4
\\amber\Rifftrax\VOD\Jaws 3D - Rifftrax Presents.m4v,Jaws 3D - Rifftrax Presents.m4v
\\amber\Rifftrax\VOD\KarateCop.mp4,Karate Cop (1991).mp4
\\amber\Rifftrax\VOD\KillAndKillAgain.mp4,Kill and Kill Again (1981).mp4
\\amber\Rifftrax\VOD\KillersFromSpace.mp4,Killers from Space (1954).mp4
\\amber\Rifftrax\VOD\Ladyhawke.mp4,Ladyhawke (1985).mp4
\\amber\Rifftrax\VOD\LycanColony.mp4,Lycan Colony (2006).mp4
\\amber\Rifftrax\VOD\McBain.mpeg,McBain (1991).mpeg
\\amber\Rifftrax\VOD\Merlin-TheReturn.mp4,Merlin-TheReturn.mp4
\\amber\Rifftrax\VOD\MesaOfLostWomen_iPad.mp4,MesaOfLostWomen_iPad.mp4
\\amber\Rifftrax\VOD\Missile to the Moon - Rifftrax.avi,Missile to the Moon - Rifftrax.avi
\\amber\Rifftrax\VOD\Money.Plane.2020.1080p.Rifftrax.6ch.x265.HEVC.mkv,Money.Plane.2020.1080p.Rifftrax.6ch.x265.HEVC.mkv
\\amber\Rifftrax\VOD\Mothra.1961.1080p.Rifftrax.2ch.x264.mkv,Mothra.1961.1080p.Rifftrax.2ch.x264.mkv
\\amber\Rifftrax\VOD\Mutant.mpg,Teenage Mutant Ninja Turtles (1990).mpg
\\amber\Rifftrax\VOD\Neutron.mpeg,The Neutron Bomb (2022).mpeg
\\amber\Rifftrax\VOD\Nightmare At Noon.mpeg,Nightmare at Noon (1988).mpeg
\\amber\Rifftrax\VOD\Planet of Dinosaurs - Rifftrax.mkv,Planet of Dinosaurs - Rifftrax.mkv
\\amber\Rifftrax\VOD\Pressure Point - RiffTrax.mp4,Pressure Point - RiffTrax.mp4
\\amber\Rifftrax\VOD\PrisonersOfTheLostUniverse.mp4,Prisoners of the Lost Universe (1983).mp4
\\amber\Rifftrax\VOD\Replica.mp4,Replica (2005).mp4
\\amber\Rifftrax\VOD\RevengeOfDrX.mpeg,RiffTrax_ The Revenge of Doctor X (2012).mpeg
\\amber\Rifftrax\VOD\RiffTrax-90sInternetSpecial.mpg,RiffTrax-90sInternetSpecial.mpg
\\amber\Rifftrax\VOD\RobotMonster.mp4,Robot Monster (1953).mp4
\\amber\Rifftrax\VOD\Rollergator.mp4,Rollergator (1996).mp4
\\amber\Rifftrax\VOD\ROTOR.mp4,Rotor (2022).mp4
\\amber\Rifftrax\VOD\SistersOfDeath.mp4,Sisters of Death (1976).mp4
\\amber\Rifftrax\VOD\SorcerersApprentice.mp4,The Sorcerer's Apprentice (2010).mp4
\\amber\Rifftrax\VOD\Stargames 1998 WEB x264-RiffTrax.MP4,Stargames 1998 WEB x264-RiffTrax.MP4
\\amber\Rifftrax\VOD\Street.Fighter.1994.1080p.Rifftrax.6ch.x265.HEVC.mkv,Street.Fighter.1994.1080p.Rifftrax.6ch.x265.HEVC.mkv
\\amber\Rifftrax\VOD\SuperMarioBros.mp4,Super Mario Bros (1993).mp4
\\amber\Rifftrax\VOD\TheBeastOfTheYellowNight.mp4,Beast of the Yellow Night (1971).mp4
\\amber\Rifftrax\VOD\TheDark.mp4,The Dark Tower (2017).mp4
\\amber\Rifftrax\VOD\TheDevilsHand_high.mp4,TheDevilsHand_high.mp4
\\amber\Rifftrax\VOD\TheLastSlumberParty.mp4,The Last Slumber Party (1988).mp4
\\amber\Rifftrax\VOD\TouristTrap.mpeg,Tourist Trap (1979).mpeg
\\amber\Rifftrax\VOD\WarriorsOfTheWasteland.mp4,Warriors of the Wasteland (1983).mp4
\\amber\Rifftrax\VOD\WhenAStrangerCallsBack_iPad.mp4,WhenAStrangerCallsBack_iPad.mp4
\\amber\Rifftrax\VOD\WonderfulLandOfOz.mp4,The Wonderful Land of Oz (1969).mp4
\\amber\Rifftrax\VOD\YorHunterFromTheFuture.mp4,Yor_ The Hunter from the Future (1983).mp4
\\amber\Rifftrax\VOD\ZindyTheSwampBoy.mp4,Zindy the Swamp Boy (1973).mp4
\\amber\Rifftrax\VOD\ZombieNightmare.mp4,Zombie Nightmare (1987).mp4
